Repository,Fix Commit SHA,Tests Changes in Fix,BIC Commit SHA,Tests Changes in BIC
JabRef/jabref,5fcc686c2c4745231de69f2ce9011c136d0fca70,No,e964e2c04c25299d30c25ea655801b565c109443,No
JabRef/jabref,dd4f0a08905cf2ef3d2e3231b1fb87c1950fab9c,No,38e162df42fddc6b317ea550d538591030b945a9,No
JabRef/jabref,37a4f29080b77845f0d4a227a527e2699e199026,No,6701a9e7cce8e0d2f9b5d1cf6d8f1ae34a2deedc,No
JabRef/jabref,e754cac659d3a8f5c21b6b63604c10bfb2b7e7d6,No,-,-
JabRef/jabref,c517c6f4b47de723dbe17034cb2f26f335009b6e,No,-,-
JabRef/jabref,566541d25169b70712a172c90d0ae8523146c9df,No,d1702bba3210dd85d785a02171670c7ddd30f69c,No
JabRef/jabref,b5c6b7235acda55e628d18342568cfc031e6b2f2,No,-,-
JabRef/jabref,6a7139566b555903daafa2913d10431a5f02d704,No,dd13184e76610c12f1482af7790e4b13378a4ccc,No
JabRef/jabref,03dde20c13fa5d0ca95585b892f63db0fba85183,No,-,-
JabRef/jabref,22690af1c814042483964ab100800d8093860c6c,No,d9644d0184044b3f3cdc40fd9323410e72b28aec,No
JabRef/jabref,d31ef4dc71eb1692af84a36b1e9e747c2384dc45,No,e50566aa00e42cfc459d27eb3ac13934ce5535d8,No
JabRef/jabref,192e4dd19a48baff12d7b34a8b728859ba723da3,No,88f07fd5502268c7f0dbd88053dae96e702e4acb,No
JabRef/jabref,bac83047ca44288f17f642e4ff1131cbce2953f4,No,-,-
JabRef/jabref,88c9f56347449ad7678da0f33d20b00ba64fe474,No,690f837293fcb9a96913e8b080a4a0050f3c941f,No
JabRef/jabref,d03a43c7e826e1c1a7675dfe4520e895bffaebc8,No,b9df9cb0b6c3d522657e157fd86fc5bc420ff620,No
JabRef/jabref,2a7fc1aa0e2bc3edad3291e96a40087cded4da03,No,9422c4518caf1bfd7df82b8109972f334f22e2a8,No
JabRef/jabref,e13d7f10b23e3b03c9f6425704ad46a973c90023,No,8a9cec3e40405f60ab5e91e3a5313180441818b7,No
JabRef/jabref,a7a69db459c06d394ca6c3735a8e1ecd642b182d,No,d7f7b67dee86be1a8b30d4681910883d4f4481ab,No
JabRef/jabref,edd6a86aa584e18676f3ee6a0e233c25909c54b5,No,4893461482d8d04a8d71310d73c3a870dc042f76,No
JabRef/jabref,dcbf51063e027cc06dd3d2f1bb1ef578a5031300,No,bc3d2234e62e15cbeb1ce51c0c0863a226cea24a,No
JabRef/jabref,543c176200ec793d1272fc65fd763492ebd3105a,No,c609376cde654af48475f6c40322bfd9a51450eb,No
JabRef/jabref,4a4502d7970dac7cb5bceb055495df09d8d530bf,No,2f0dc35686a780f63f098250cf7c755141b953ac,No
JabRef/jabref,a30704f6db92de42495f286bc7cd4c2a3b56bed6,No,d2c5e23bf3d0eb8ecefeeb6fdafed4bc9394636d,No
JabRef/jabref,7aa8052a62112a7b7e264c8b88fe6cee8003d344,No,cf6b1ed03cb104262f03d015d8ff8a1d206e1c06,No
JabRef/jabref,b7743c4d7fa84ef09d966c2881ca6476ad43124e,No,-,-
JabRef/jabref,53eb4634e7edff602f1b36be1dfc964f5666ec30,No,-,-
JabRef/jabref,e173764f2ee6ac17cad359935bf57cfa4bef85ea,No,07bd8cc3e534be23c22d336ad8aa85f3a767762b,No
JabRef/jabref,ff550e423ca4e7604f06918882e069356f5ea652,No,-,-
JabRef/jabref,1d7a2533833252da88274f9690cbce19b3e855b9,No,d2ddf938092bfd226f73cb63a61494a1d2dccec6,No
JabRef/jabref,a27bf9b56428ba59b932885cb2379dc0060a0b5d,No,138a677cec6be3d5c0fc7c84ef1b94d94835cf28,No
JabRef/jabref,4363f7ec6e0c368af54cf6b576cffd90cc9e22f3,No,d0717185f75b442d0ce44210f0488066398bc586,No
JabRef/jabref,956e9f6053b236eab545f71e40c85d3981ac319f,No,-,-
JabRef/jabref,9b131081b1a1b9e8a228900a53ba1a718d60bc9c,No,3c7eaa7774a9133cafd5d6b8abc896770d83667f,No
JabRef/jabref,fca9fb9525bd90520abecabcc9d576bdbd1fe935,No,-,-
JabRef/jabref,999183059544a554c3fd362e51c208f220af691e,No,a2fbb3a46901eee3310527bf6e283f1656dafb89,No
JabRef/jabref,a6fe66b89d7a8b2eaf97063d942f933bdbebfd68,No,5dcc05a50760698149e1177832ab5a0c457e33fa,No
JabRef/jabref,f71ed752b2f6822ddc7317b4ff395594841fe4da,No,fb9f3ecf79a8a908129432100846679650b88a66,No
JabRef/jabref,99281793c5a01a5407c02ad85b5e3e99f784ee6d,No,56b9a67eb569897bd4c7d7a26e7cde8b70d94639,No
JabRef/jabref,1d783b429f0429cd6f283c83390dda0383289212,No,ef088e2fe126b71f4a856966073ce83ee8db0ce8,No
JabRef/jabref,6bc8ffca500196ff5bf43ba9335eb290413ff438,No,-,-
JabRef/jabref,bc2fc07c8be623ce57f2ce84bc5e78c40f985c67,No,2c7715cf0476d504475cde7b5e23c4bff677036b,No
JabRef/jabref,c3f381352a5896f4319b19e54fd49e356926d346,No,3d790e215cb0be23d96bcf4d2b73de23eb0abf07,No
JabRef/jabref,424ff1c7cac2db2cc8d4321253bf6614cd4984b3,No,51bff3dee0e836aa42b57a0b491fe4133e333747,No
JabRef/jabref,37a45e0c80152ce0235c2523ee72cabc83a331eb,No,f4926ca51f4d1cd71ba334758592215170db02f4,No
JabRef/jabref,8b59898eb4d88a7d1ff262e285ae063697e2abe3,No,5ef7d684e63bf741491c2de41352feeed0f3853c,No
JabRef/jabref,6fb9251199e5004c2450d61bc67cd4b435752f5d,No,6f2feebec202b02149880a9f702c6a15d67bbfb5,No
JabRef/jabref,7a0a93cd4e258904c119a57947d0f308384f8bf6,No,246d9fc362a984b45599da323c54087828983971,No
JabRef/jabref,2afd1f622a3ab85fc2cf5fa879c5a4d41c245eca,No,734c645078a10435dc60be4295692a21e66c2cbb,No
JabRef/jabref,6e6523f771cdcf5aba02b44ba70ad89173d03c3f,No,-,-
JabRef/jabref,e1b2aa39bdbf7a66984cefc2095b0ca78a42e983,No,ace1ba1118fcd26973f3e3e4907f0112c9cf6b0d,No
JabRef/jabref,64e6145037ca466dbcf76cc3c2d611a4d56cb72d,No,-,-
JabRef/jabref,d31ef4dc71eb1692af84a36b1e9e747c2384dc45,No,e50566aa00e42cfc459d27eb3ac13934ce5535d8,No
JabRef/jabref,03bc4a3dfa5d9b5acd9d8fda157ace42e72a379f,No,a63cd1a759c353ea3779c85843accb450f2a469d,No
JabRef/jabref,3e359bade3714e8bdc3abc06ce9d196178b02a2d,No,a1883824126d829d9f50baed3b23836411ced0b4,No
JabRef/jabref,54f27e94bc1108f5c6cb485bb2daac938f0ec573,No,3d24714deb07978972b921025551d5328faff039,No
JabRef/jabref,abb0af2349826153dab070cef887414cc2566391,No,ce12792d475a4a1281a7b0839eba27156e99d619,No
JabRef/jabref,1af727bc132995f101385770907ed4480d26a593,No,b9204e91e30e6f21cf52e0963b8cb42c47f6face,No
JabRef/jabref,1d7a2533833252da88274f9690cbce19b3e855b9,No,d2ddf938092bfd226f73cb63a61494a1d2dccec6,No
JabRef/jabref,373b9f5f582729f2e5cb12d03f139eac67d4c7d3,No,cce50080c0bff7424bd856006371e6ce8e52b531,No
JabRef/jabref,851fa4bb4f372e3d63ea69fc3077ebe1274eb135,No,ddb044d94a922faebe137114c59dfe2f667afb04,No
JabRef/jabref,192e4dd19a48baff12d7b34a8b728859ba723da3,No,88f07fd5502268c7f0dbd88053dae96e702e4acb,No
JabRef/jabref,122c1e8d414bbc1b234de6f27f055476616c7e62,No,eef429f38b4829a27d78151385e30f0fbf63e422,No
JabRef/jabref,9474f5a54a35eb999aed46cef8c1a5defb3c75a0,No,-,-
JabRef/jabref,97db4247c4dc6cebd8c10e2d7b56a634ef13992a,No,3028d479ff00d7652760e3684d1fbc54fe7d2542,No
JabRef/jabref,22d135d2cd1866be858b0c947ba6f7336ec9eb7f,No,5025d0b38a3b76593fe46b5912cf4610c742e946,No
JabRef/jabref,f44794e8beb28184180bb80882b200c074dcca8f,No,-,-
JabRef/jabref,a7bf676f31aba7269d3ae4e559f1fc67a49f61b6,No,cef1e79cec97d4328a3b66f54200cc8f32a01f79,No
JabRef/jabref,4f398d85da7bd858d8ad1ac48b7f328093924766,No,-,-
JabRef/jabref,f26e25b7bedbbae81f3bec8b30dd482aba3d251c,No,129abaafdd1f9ff75339f9252fceff2e1952bc0d,No
JabRef/jabref,1ebe80224500556e3b5a2076f5d388671a59dd8d,No,e71ad296d40ccb8be3819fd274aa5eadbbce3994,No
JabRef/jabref,6d6423c8ae9f578cc85956cb51046014c5e39d5d,No,-,-
JabRef/jabref,48f5293dca7bf19a027e64ea6ea64cf0f2d3734a,No,147c4eedb99ab03cc1f27b7ecf9af98a36b6f904,No
JabRef/jabref,c9566c2a92d460c05282544cf12c9908163a2b93,No,51cd8ba4b0e86719def6d6b5921cf96ba1667789,No
JabRef/jabref,4236e3f8730a7ba5397540ae9a27ee73dda6cd2b,No,4134ec424c7e81ac379c697ca79c61a999812f14,No
JabRef/jabref,c38d18bbee4446b2ad879ad7d2ad8af50b2f4727,No,3d790e215cb0be23d96bcf4d2b73de23eb0abf07,No
JabRef/jabref,08eccb629d3214301d8b37862e10e2a10939b221,No,bc57d22f2a4ae8912d263608cf0a606fbbecd43a,No
JabRef/jabref,65a672adc15ef7142555f4ac128be806942a5b96,No,ec88998eb8456295d5360964876b192d01002ec3,No
JabRef/jabref,111f466ab90adf410bfad790c408b026d204e9ea,No,2a5717c3531667703e6c2e42db54e992208d0968,No
JabRef/jabref,2f08655a484aea3f8c9ce66e3d4b4a3287ccc136,No,fc54b2d3cb790de3a4a7df4640bc76739b58eb3c,No
JabRef/jabref,de57f7f4147df077e6b2dd163eee45df919fe5f3,No,e3b2ab2264d184fafdf347d2ac3cca59b7b9c0f5,No
JabRef/jabref,4a6f1915595e0bb5f5a0af558f434a10c618f6eb,No,e988335e84f3c830d33f0b8c5affbbc5d0f56142,No
JabRef/jabref,0c439de3d94a3e85291f51be174a529c3985602e,No,ae43548c16ca35b9a83a2d34864557cf503c0df4,No
JabRef/jabref,fae290caa38aedbea3a2d093419e5ade4e62d620,No,6cca2ed32d6342863cb2940e31478160a4878806,No
JabRef/jabref,36aad7d053879dff344c99f41918e7583b9804b2,No,975194126b3ede2f901455f09beb905951f6f2e0,No
JabRef/jabref,77e8e68980f5c464cb9246e8b082df3070cc4dad,No,625d17d736805aa6a4f6d879b0f7e7bd4b9e7ae0,No
JabRef/jabref,8374693f49302d9c1489a0d9b633ca73825c7b79,No,-,-
JabRef/jabref,ed543e92cddd650212f20c71007029d96bef8f95,No,7f6050422d7ec52a22b21e29e799df838376c23c,No
JabRef/jabref,d9dc3a881a896372033eb4b1430e08efa2ababfb,No,24d56133361ad6b759c2b8f9e86b394ffa229428,No
JabRef/jabref,bee715d03ab6fddcd48af5a5cf9e134ae458d521,No,d72e98316a11281edfcbc1e5cd8161121db82574,No
JabRef/jabref,629fcc424f7f7dce419b7c1ab3d8984a84c902e5,No,769ebd19e7ed68a511817aa2bc12c2bcdf149446,No
JabRef/jabref,077fdacc2ddc7beb7d22ba96ead8b400c91b3631,No,-,-
JabRef/jabref,d615880f91a0e8d0164b69c41d956f2e7718f4eb,No,f1d97c6d0bf72f2158fc7fd10f666aeb966089dc,No
JabRef/jabref,1d7a2533833252da88274f9690cbce19b3e855b9,No,d2ddf938092bfd226f73cb63a61494a1d2dccec6,No
JabRef/jabref,6701a9e7cce8e0d2f9b5d1cf6d8f1ae34a2deedc,No,b385fee1bd1e38134f3ddf6e3083f44451df96ea,No
JabRef/jabref,86870cb04ea87b3848b60a735a4315ff5946f588,No,ef90e2838b6ea55bbf9a0f4029c051fdbc9565e8,No
JabRef/jabref,0c16669dbc7d572b022f606d7da953e87814c37e,No,-,-
JabRef/jabref,a69bb58a4d3387f9f607baa175692befc2da6d7d,No,-,-
JabRef/jabref,27c2e05ac36e38ea38a8e432e05f85096c929141,No,c3f60f813a9b28ab9b4e316a1d0aae46b67d2d8c,No
JabRef/jabref,d743f52298d40f1ef81331dcff846b31c992667c,No,b20a83b66c6e98ac0a6095fee49e78a0060e3d10,No
JabRef/jabref,7272b2b967283aecbfce939da9678e1212249738,No,bbea7dfaa3ecb2bbc0bb887fd26b210dd28ec9e3,No
JabRef/jabref,cbef5a6335cc708b901c83be0222b4e865132bab,No,8c6e15a02fd746d67042f950c3df37396b6dabfb,No
JabRef/jabref,b8d1c2e1108c033b634aa244d18c38b3bac8dfc8,No,6209964873889eceb6a598f355ab69c3764768ab,No
JabRef/jabref,fb5f74cd3fcd9e87d3068a29bf9c41f1a68c3b89,No,7fee69941785613f7eead4bf7bab5b0a650ee744,No
JabRef/jabref,2777ebcd238f5f123e834d15b576a62b6a0edbb7,No,0512062a6a9b97ca0590c08405c28dcf1d1d6455,No
JabRef/jabref,eeb5f250cb9ce0261ceeda7234380eba79a9cf8c,No,-,-
JabRef/jabref,8bb76686e3f168f6356628f2a282520bb4426d88,No,2d92872bff48a49bf2a1e71c0227741d9d923313,No
JabRef/jabref,7242baaf8d8800d00b3c1c196849c48ad27cb6c3,No,82e555d931ef42aa45273de6723b6887a7c17b06,No
JabRef/jabref,51a1569bde2e2bd547463c157594888757b50b5d,No,36118095ad30c211c8e4e132024416367d2485e3,No
JabRef/jabref,dfefd4d6fc6751f21be36b4c9536895bb6edd339,No,-,-
JabRef/jabref,4bf895b7519ca6544a5d4248d9d17cf7ea609871,No,-,-
JabRef/jabref,99281793c5a01a5407c02ad85b5e3e99f784ee6d,No,56b9a67eb569897bd4c7d7a26e7cde8b70d94639,No
JabRef/jabref,76850e785a8614584b78b7080862a3bb1286b583,No,e707c1f33f8732dd2f058818e4137b282504e5a3,No
JabRef/jabref,0480a89c32a9896ca45a90fb2bca64ff641b4795,No,298a83271af5fed122e793898c3abce4043ab8d9,No
JabRef/jabref,a52d4b75e6e0fc22c3dc5f949f86ff75cc8f414f,No,bfe11064730d09005f6428ad9e319a561dd1e307,No
JabRef/jabref,a74253e0bc468b4366e4e2553527757b54402625,No,-,-
JabRef/jabref,11163319368613b8139fd6e0bc71a1fa4d6b8163,No,3c2e3f2445a073979be41151ee896a890b8c4e6c,No
JabRef/jabref,72454e0d47a1d41d4c3c6fdddcf60cc67de6e3ac,No,43eb3ef4863c94b1e060045f9ca3321a3111a834,No
JabRef/jabref,71c63e4790ea84882445cf121039207a43fa2ea3,No,1751cba4d3a2dde892ac8472bb5766819b0a2559,No
JabRef/jabref,55a819fb7ef62b7b67734d217a0550ec8f7113d1,No,cd4c5cac970e2db631b3c7f11f336c9badd2d835,No
JabRef/jabref,bb011c9313367a28990ae213b3920fe6cd10d1dc,No,-,-
JabRef/jabref,1d8b3aad2f9ca4441c41fa6fa3dfac61e45cb5ef,No,ab3b138ecee59fa168d180d26df80e98947ff75e,No
JabRef/jabref,b8f7f48f8ba7a59533976b38424355ca366ac744,No,42925aa8d0562535758c906ecc126084ac6b8c70,No
JabRef/jabref,28d43875083df6d7fdbca201d7ec8390301bbbd0,No,-,-
JabRef/jabref,35c447bd8632125776e82b5ea29c74d7955de545,No,1e2b3c5e4e2b6fef78f70c1b2cacccd00a1d92d3,No
JabRef/jabref,92b7d7ab86bf5f5c0c3cd0af35edcabd5e4584b4,No,586d3e40d1f53cdf5f8bec9eba75ba1ca0a7a724,No
JabRef/jabref,13f59f00572d780f15138367746437a74b6705c0,No,1df1612e424bcbe23c2bad549e6c2c3e30e16beb,No
JabRef/jabref,9bed170c4d291446cdd4bae71399180d005dd0e6,No,64a827d8a4f360acdf4a92fb6caa1c481096c63d,No
JabRef/jabref,06b69050b89b4751159257272a247ebc2886b848,No,276f5497df8a08d78de99ab04537b3f9c9119d3e,No
JabRef/jabref,e486650c503a23d864555a151d55de41a4637547,No,55584086764e242dd459d760bc0a1ec401c93c21,No
JabRef/jabref,5018f6326725a46d1f238e9c79844f7580db8ce1,No,ef6d4e6f1bd780c46164fcf152fe7e5450f7fc42,No
JabRef/jabref,76be2a78f47178cefb995ee6a19aaba10c53a8f8,No,b4d2d511d180621efcd49ac1dfce05945d6de80b,No
JabRef/jabref,2bd4c4ac17edfb3fba5b6b344b40426289d63860,No,8d6305e3058dbf78b3dfa75067f35736ea564184,No
JabRef/jabref,d55b7ff7c84aee73369faed6e93d539e8bc403df,No,-,-
JabRef/jabref,932778ec72dad55eb26af250295a2d08c76f4612,No,e955c46850e4738830198a889c3f09870b88ab30,No
JabRef/jabref,08b28a247f84056f6df6f70d1359f05132349e20,No,477771d81a1201024c358cbca18dc716f2ad6baf,No
JabRef/jabref,863bf225595bdd686caf0d4a91dd38e92e5b56b5,No,01e7b4eab6d73b6cd52c6a53e7d1cf5f08b13f59,No
JabRef/jabref,3028d479ff00d7652760e3684d1fbc54fe7d2542,No,-,-
JabRef/jabref,00c943d756b5a0fdecd87fe80a24df4b88d8004f,No,-,-
JabRef/jabref,2db48bda09857f753dd4fd376ee6564ebfd5860a,No,5d23970cc55b250b8e430ec202d10bffad4b04a3,No
JabRef/jabref,2a11af042191d774cf7c68e84a2a372251721de9,No,-,-
JabRef/jabref,54717811520e3b725a484208fcc003abf73e9480,No,d31ef4dc71eb1692af84a36b1e9e747c2384dc45,No
JabRef/jabref,93c6f97dc4d17bcd2ab7c4990497fba72af46ead,No,-,-
JabRef/jabref,425a1fe318c4f547c42a81e905f9732c99287a39,No,7e33fac53e60342db118ecc3e7d9d52ea7e590ff,No
JabRef/jabref,6fb9251199e5004c2450d61bc67cd4b435752f5d,No,6f2feebec202b02149880a9f702c6a15d67bbfb5,No
JabRef/jabref,5e8857605e26343a2c4629547075dddb90d0e9d1,No,298a83271af5fed122e793898c3abce4043ab8d9,No
JabRef/jabref,ab7459883c66358a5d288f606137725eeae3f31b,No,-,-
JabRef/jabref,914d278c27c80e6427d0219bf04598bdcfc3fd39,No,-,-
JabRef/jabref,7dcdd61ae5cdb2ebc06e60ed6d507eb952e9791b,No,-,-
JabRef/jabref,e42498d6cdba6423237fd9ba0dad8910a5301591,No,bda81a4add5b793ee140ac08789e049285d00fdc,No
JabRef/jabref,3d7f8f314add1a48312b225381b2b7b105b7367a,No,-,-
JabRef/jabref,dae1c81e7ef32f3131c3fd3aba88d41054c62f7e,No,d650b2648cba0556c9876b27bc9ccc4d6efc0a7d,No
JabRef/jabref,cd0137f98b34135f68f5e98d088b4e97435cab80,No,434250d66f9b10845508ce70e2b6bfe766fe0084,No
JabRef/jabref,8674477a345ceae5de3ec8fe9959dff95068b782,No,4423d27999393da42a12b68d4a45009272599b7f,No
JabRef/jabref,0b55b3479d8d6df2eaaa828411f7ea8c7ba2453d,No,-,-
JabRef/jabref,295035a1b6122f92d87cf78ff21c10ca2d032dc4,No,2a7fc1aa0e2bc3edad3291e96a40087cded4da03,No
JabRef/jabref,02cd696c1c0de4d4b5f8ed305a274ccc46d0b0a1,No,d8ae5d7e6a48c15870c37cee93662cf16de56bad,No
JabRef/jabref,c1c8c760d9f09067c54a639726afb2577ed52746,No,e46b52945966488c636ceea0ca04d9c2bff01616,No
JabRef/jabref,7fb59498a9060ee4d82912c3cfb502e8382d7be3,No,aa0e98fb4614ee6660add20a8da67a146c55c04e,No
JabRef/jabref,1d7a2533833252da88274f9690cbce19b3e855b9,No,d2ddf938092bfd226f73cb63a61494a1d2dccec6,No
JabRef/jabref,dba8db5db07b072d3d261ba80ac1cd541bf862e6,No,6f5d4af58cd0ac9365147f1def40970563d31e2a,No
JabRef/jabref,0d7f855672ec323f2e977236ddd49fbb3c1d9382,No,43c8ba2ea27264f42fed4a96c9f4d24a54a97f47,No
JabRef/jabref,475b2989ffa8ec61c3327c62ed8f694149f83220,No,3d24714deb07978972b921025551d5328faff039,No
JabRef/jabref,b8051e3b6bad514a80f7b0d505eafe84155b6c10,No,16b5a3ca3669f48592e64bd23704e72fb5377ced,No
JabRef/jabref,42ea6bc9ca95caa17cbafe4cb057b5f9cce82413,No,6bb21d4291374b937ae134b66b567a1eec0c66a1,No
JabRef/jabref,1e644d3865bf9e74eb46417c47e536f5cf171f1d,No,720eeeb60d97f1ebd1aaa9cd9936ab56a8579cab,No
JabRef/jabref,ced4a0aefba4890848e9f96b4be084fdb654ec9a,No,-,-
JabRef/jabref,6c4e71c4b75830361960fd5041a3298f96386955,No,edd3f7cc1395ec197e329629550cef52b953f7f7,No
JabRef/jabref,2f5f2e5bbe2b42319736bd735791b0b3039096f6,No,3c1336dc0073c6c2718d140280fe886206974873,No
JabRef/jabref,ce0e8870c725ec9dc18e0d64a1d73d466dba4537,No,a09ab966784ac78df9b1d36479714f7514d15d9a,No
JabRef/jabref,bc56ab65256ca089ec4160405406bd7f65206c49,No,973a39d9fa61ad9149db778e27112ecaeb13d712,No
JabRef/jabref,cc38019dd91afca909c9c8028b60dcdb87430eb5,No,-,-
JabRef/jabref,10a2760c8921a83ee318974748b6265b9790d898,No,3a44c6957f6c66427645c7891dee6be92067cdb9,No
JabRef/jabref,1aa1ad0c9ef1db81ad2667efd1b21094146f9c33,No,-,-
JabRef/jabref,ce5038dd3fa029bed76df468393678423867451b,No,a4b6099bb254793d9da25bf0472769b72987d182,No
JabRef/jabref,2cdf085ca094e640073774764551296ff03d1f8f,No,9ab29d596112d3a68fd33b80c5bbe559e5d903f9,No
JabRef/jabref,daacd94e82a5841fa9c8b965877d14abc463328b,No,-,-
JabRef/jabref,9978b67e5bedb14d9440d7245915d116906c6fee,No,b0a124e2e8f488280ae682ed5375af982f47bcb5,No
JabRef/jabref,ed7ea5060ae9c854f840ae335117cab176c615fb,No,d6b5dcf3d2fa45eb5d114e9132b015cc5ca8b1a7,No
JabRef/jabref,3c1336dc0073c6c2718d140280fe886206974873,No,-,-
JabRef/jabref,ad6974145d86669e2eaddf60a1d3fbf4737a067c,No,8479f844ad6629dd85623808eaa977b984fbddda,No
JabRef/jabref,cd41230697708480cee69eebcd605c14f05d2508,No,a01754cab46d5b4e410caf23e80f81c39559d7c5,No
JabRef/jabref,5e256f5864b4936ed0f59fb1feb2e2d60c1ca640,No,830f59c86131b7385eb73b0c2c44067af7bb493f,No
JabRef/jabref,a0080baf58a0340f6b8812fd944d07b418bad9f6,No,4c64706b6ab0404b518cd1488f15cf03239c115a,No
JabRef/jabref,b2ad6eb279f5def38fa21be12cb5dd4545c1ba1a,No,537d8f78153b6550736f1ed3f412f86a51fb2812,No
JabRef/jabref,1283f9ff04c8cf927bb06295d34d1bb31ed48a90,No,4ade0000c887712be37969bc0ebdc0187114fe59,No
JabRef/jabref,6903e0ea104589086745a1568cd010f17cfddd93,No,bdfc99af09c6d362d35e28a2c40ca1b0fff15dce,No
JabRef/jabref,544a2d55ad91bbadf854681d2a538d38b24a4fce,No,ef088e2fe126b71f4a856966073ce83ee8db0ce8,No
JabRef/jabref,3d7f8f314add1a48312b225381b2b7b105b7367a,No,-,-
JabRef/jabref,2f0dc35686a780f63f098250cf7c755141b953ac,No,-,-
JabRef/jabref,9134777018a343efc2f27b476195beb65d420aa9,No,-,-
JabRef/jabref,06f4133527e6010eefac6ce9da57118847cd80f0,No,-,-
JabRef/jabref,89f855d76713b4cd25ac0830c719cd61c511851e,No,077fdacc2ddc7beb7d22ba96ead8b400c91b3631,No
JabRef/jabref,ffdb88d83d72cf102ef3d4d832800ec326cd88db,No,-,-
JabRef/jabref,9602d99a1f30230ae8b34a4141d4c3e4a449a09a,No,a6564cb4caa407c8fc83e5bced84d1e69772f3e0,No
JabRef/jabref,733da312471c3abab691d61eccee061962357e1c,No,-,-
JabRef/jabref,a3c5d762e870226ec95e33d5989d4f617bfd5435,No,6413e5fab85464f6b59cfcf51665de4dc276f465,No
JabRef/jabref,f7df2754e03db93b2c2b051dbe9240cf18548503,No,488ef2e2369f8d08cd25e9bad0a817e6f3f6522a,No
JabRef/jabref,afe0d0c74b1f58ea44857d6776c698c8949223f1,No,cdb2de623999397c9909aded4deb88a9f3c46239,No
JabRef/jabref,ede4dc8ef3ffbcec2400557b8579c37330dd67d3,No,-,-
JabRef/jabref,195a17290a37ad7f75769a0ceecccaca76eba051,No,-,-
JabRef/jabref,4e30b97b172700602f58e2e220cf31f3abd831f1,No,ac3cfd030bfd47de1b86dd157ae27abc27137ed2,No
JabRef/jabref,c6aa7dac3c76cbbdd5142cb43e084ea32e89ec47,No,7ff7cbe88569c6e7d6f3c7daef364992437378d5,No
JabRef/jabref,2abf651271db920204011f6dd4253b916467d655,No,-,-
JabRef/jabref,e3b2ab2264d184fafdf347d2ac3cca59b7b9c0f5,No,46d2c7dc2c0a584168840550808e4b2fc86754c6,No
JabRef/jabref,9ced996998acabe7437a12b7983036000a7608ef,No,6269698cae437610ec79c38e6dd611eef7e88afe,No
JabRef/jabref,c004550c19ed9a58de5f6cd860174625314b5f1e,No,be54a1f320f07b8b5ca27cba26938f9c0476bd1b,No
JabRef/jabref,b5c41e69eeb310aa853ea86aefdafdc53600bb4e,No,-,-
JabRef/jabref,551cb91be8370e26dfffedb5ca6414b6f51342a4,No,0235f635293e72692c8766af5d449258ce87b1d6,No
JabRef/jabref,df98c31027100f1dfba0de533129261dca4f79c6,No,-,-
JabRef/jabref,fe90b1a0e2b6179c78fcb03bef440ab60a971833,No,-,-
JabRef/jabref,ad9aa62e64fef703a80ef6dcc806b12d55f6f586,No,e73dd2e5359732363fa0842d22850c66d93d1448,No
JabRef/jabref,ce7293dc4ea0ba8cb56deff62419ac6fe0ea11fe,No,f5a8f00a892f46ee6f3c8e5cbccdec9d1f36dba7,No
JabRef/jabref,4f877400c57953feefb4ea77adc14c35ede5613b,No,9ced996998acabe7437a12b7983036000a7608ef,No
JabRef/jabref,81e6e8ed6d0722a5d685fd52bb0bdd617f811c74,No,-,-
JabRef/jabref,ce602e0ead1537f949357060a325fc7a7b9bf9ed,No,a4e8b7051220f8c58942319a552858a4a9975981,No
JabRef/jabref,e1cfec9c59481ba26f6cbab1da88b98a5437c745,No,a8723338ff737e74f1d6153ab9d1a6c298960c59,No
JabRef/jabref,144a37d10e955d8a27ba8e04ef000d86947cd5f0,No,05a0ce9755d044557d97c48103d02bfb6b43c1a0,No
JabRef/jabref,16f0e54d0620c2377c722126f6390c53bd4472b7,No,c4c0a23090bcd76f44790d4eae78d1633e7bc2aa,No
JabRef/jabref,222d214e3e6f70912d7dc6ba5757330d2578388d,No,144a37d10e955d8a27ba8e04ef000d86947cd5f0,No
JabRef/jabref,e50566aa00e42cfc459d27eb3ac13934ce5535d8,No,d1fb9e2bad0bb7bb8a78b14ee2417e7a3e2bcc18,No
JabRef/jabref,555944fde3d6b55bb67be23b435878f4328ab40e,No,4134ec424c7e81ac379c697ca79c61a999812f14,No
JabRef/jabref,f356f9e54a2d621163f5ee5ef56ed657b0fb99b4,No,93196eeb819024079e94dd1eea3b22af993723cf,No
JabRef/jabref,5d797b287fc1aea0ccd11a2ae2244b923ce63250,No,f5ed5ac4d3a2044966ab4df90430abf48125a2d0,No
JabRef/jabref,1797af8e3bcc6105563b337223e5257abc97ca35,No,-,-
JabRef/jabref,0d995d6978be9caf30b68209f96490cce295691d,No,973a39d9fa61ad9149db778e27112ecaeb13d712,No
JabRef/jabref,021a0f61b055596f0c8fad40de98725da3793e33,No,c4c9c25621e9e7311e09ed5769d00d0634c5bb23,No
JabRef/jabref,84ab6974feaa3c3379e35d5a68ad6faccc57152a,No,-,-
JabRef/jabref,536ab2d1232fae051b2f6bed9646507d35728551,No,-,-
JabRef/jabref,79a330ebfe8c3df4ee057726e0e4029675d4e870,No,109af28c9a23244534fbd14fcef64eb92f6d1ed0,No
JabRef/jabref,ca16e86dd8bb16b7051bd1f0b8ff615acdf36524,No,3de6c7b7769587d972ff45be75656c079a4eafc1,No
