Commit Hash,Count in pyszz,Count in pd
7ef2b3a01687648d7cdeca1498551426117bdf84,0,0
0a6c0523782b9aed842a5161ca736476db33e817,1,1
b355561ffd540be909671c9cb53be6a1346f097d,0,4
da2846c84c090c25efd74e6cb0ac3c3a145153e1,0,0
07cb5b8921a41dd6436f32e305117377f109e829,0,2
c6f6043eaa8e1f9ce6e655feee2e4ca403f651b0,0,0
237aa1b3daa407e8a52f44edd73ffc6f16dfb12c,0,0
06943e2b2bc4cf84b2b344fc1e24e2d4091ee743,1,6
1d2ecffa1b07d930c0ff936e2574d102aaf7255d,0,1
,0,0
,0,0
e38c3262b82928b05680103cfd030baf05c4a201,1,3
fb207b23881afaa729802b48fdaded7d8d337ef7,0,0
1e9d59149a888b900a34be7d95ffad12debc9caa,0,0
a30704f6db92de42495f286bc7cd4c2a3b56bed6,0,1
432d7430d57b59f2cc65c42e09f604e174b868a2,0,0
c3850374bc5370332bf480f9fd18484f4fdc7c50,0,3
8be1af9a2884122344807e7c265627eb4a9fa9c4,0,4
d9644d0184044b3f3cdc40fd9323410e72b28aec,2,3
c609376cde654af48475f6c40322bfd9a51450eb,5,12
144522d61aa286d4604f7ea41c6869786f1161e4,0,4
26d1e2e07d667f376e024a3566e4aacd92455254,0,3
6bb21d4291374b937ae134b66b567a1eec0c66a1,3,3
,0,0
d12392846eeaec32720de4133162131ed59bcdd0,0,0
e988335e84f3c830d33f0b8c5affbbc5d0f56142,2,5
973a39d9fa61ad9149db778e27112ecaeb13d712,3,3
57110ef7bdd582184bca297dcb1315dffe00f52c,2,2
6a335abf36a0806438c35dc99bac3900cfa42538,0,0
d2ddf938092bfd226f73cb63a61494a1d2dccec6,22,22
7e757af78a28e586ab4683d44d147408c2dbbb2b,0,1
cb8fb55dcabf27319ae2c03d64ec108e85b78e39,1,1
51a1569bde2e2bd547463c157594888757b50b5d,0,2
9fe76174fcb41ab62dab984ff42e1790d11f44c9,1,0
6175988ea9bfe990acc87a722466873ab97d7ec6,0,1
bc3d2234e62e15cbeb1ce51c0c0863a226cea24a,1,1
973a39d9fa61ad9149db778e27112ecaeb13d712,3,3
b714206282e064ef4e839b35a8063c165aff9570,1,5
b906e69449d70857d8a46b2139032f47fa2a06b3,0,2
36ccd643440fc78c734b6cd0fee95be2bc61414c,0,0
,0,0
020f1c4e9ae530fadc241256512e91e4d45a75d9,0,0
ec81fc65253196716428340addbfafcddd3d2b55,0,0
5b40508c3b03e38a9016ada3ad5fbebb996fc588,1,4
c94bb1b436b835bf4b15a1e0395a2813e71f2bc0,1,5
c9566c2a92d460c05282544cf12c9908163a2b93,1,2
796cea3720071dd895bdb32baf7b5c7bdbd2569c,0,6
653c8a98d4e94ad13942599a1ab7d2e64374a7eb,1,0
e707c1f33f8732dd2f058818e4137b282504e5a3,1,1
d2ddf938092bfd226f73cb63a61494a1d2dccec6,22,22
d88d6c0db689da9b885edbeee27980406a0e5e40,0,0
d2ddf938092bfd226f73cb63a61494a1d2dccec6,22,22
e586da37ffec97d44d1a2209988fb5ced0b6f0c4,1,0
bc2fc07c8be623ce57f2ce84bc5e78c40f985c67,1,3
91ecadf9a2435d3d12857dcbff26471baf6b42cf,0,7
b385fee1bd1e38134f3ddf6e3083f44451df96ea,4,6
67afbbaebd693c62fcd63c88063d67b9056faeb0,0,0
a2a59b4c3a7ea88ca2b9a5de084f02ddf5607249,0,2
b44d0e45ea2baa3df444da09779cc3ed9c10867a,2,0
c609376cde654af48475f6c40322bfd9a51450eb,5,12
a01754cab46d5b4e410caf23e80f81c39559d7c5,1,1
381f0f3f0876a953e274606027a8e2be0633f10d,0,4
e955c46850e4738830198a889c3f09870b88ab30,1,1
b6ce2db43894efc50d6333138b5843daab7fba69,0,0
bf58c52378ca070dedfafece84a9401f5f17b3de,0,0
d2ddf938092bfd226f73cb63a61494a1d2dccec6,22,22
36bd6c9033c0fe0d5621197e8c4d653c4b6f3ddc,0,0
f9799d44dbec3aae6acee8b929ed7d69edbccba9,4,5
3cb8068f43ccbf6a7d105e3c5339099694afff27,0,10
4e50f63af0168a9def54a0aa178f83e476c5f304,2,1
3d790e215cb0be23d96bcf4d2b73de23eb0abf07,2,2
2415c3cefe474996042ef109f769b1f3b3ad17d9,0,0
cf2a4104a4fc137597ab667f5e274350aacea030,0,0
d8ecef5d1cf10f5259bd1f35dad9ecda590a3169,0,1
efdd24c592a212a81e7f91164fe0d2a914cc5e09,2,4
e1c1c9a229d40902e60d703f6cd9a17cecc213ac,0,3
458ee7999699b3489684178605c3f8f55294fd63,3,4
,0,0
55a209200636507640ab1f84cf13ec729659d164,0,0
4e50f63af0168a9def54a0aa178f83e476c5f304,2,0
6f45a465938eee1a6ffd506c73f9c03af784b641,1,5
d95fedb55e3fe14def17efa8fea2764a38c2ca72,0,2
d303aff3a8cded12cf943e391254ddb42a6f52a5,0,0
9fe76174fcb41ab62dab984ff42e1790d11f44c9,1,0
5f0a94a2fe67046cde3245d676f5cc631c414309,0,0
89ee88513c0012a776afa5d7dc5af14e01e36852,3,6
4f4c6a07f52fcce59a62886e1ce6450484696967,0,2
f5f92f9373da99e47f469cc8512978443bf6e57f,0,0
3479bc53d47215d06fde6a033593c9c4fd9a693c,0,24
79ff33072c54124ea7693a66bc26244e604a6ebc,1,1
dc672c6488cfeae62572a033ea88e7f5b296f2c6,0,0
d2c5e23bf3d0eb8ecefeeb6fdafed4bc9394636d,1,1
dc93905798db8ef1a096e0c545c0ae9865270618,1,5
428ae436af374e9b5b168eafff3230603ce71fa1,6,0
bf09514de65bd6d2d781c64b50dea37a230458d7,0,1
41aa7e75869f996a3361dd6229823af8e165ae3c,1,1
164843bd45eb6fec25367a6246e661862ed38c5e,0,1
,0,0
a8de00080a385deaf415cffc24d8f3c95c07a540,0,0
a7639aa39f6ce9a0e0069285c6d433414b683511,2,3
aeb9a61f6f30d7fcda7f631598c53b224aa19881,0,1
90276f357e40be312283223832d48388eb44b5a7,0,0
9b9cb46c3febb6ba7dd60ee600af88b110351a5b,0,0
1cf45c22228dc96e29734d2fc2f42976de316404,0,2
3310a2392c49341b5322e693d69ede0c4d1d1039,0,0
,0,0
,0,0
db3a13ff8809837fea850ee783309a3b021e39eb,0,0
4c7194a39bb0487de0afa3ec3717d048ebdd6472,1,4
0255dda5221851449b1a5b7b6d2fe5aff51a2780,0,2
7aa8052a62112a7b7e264c8b88fe6cee8003d344,0,0
22690af1c814042483964ab100800d8093860c6c,1,2
a851fafdcf0d88e70c1c54a30a955f13a1f48541,0,3
7117b6197aa6f69f6b8b25f9452e875c9051046b,0,1
e17dc8e941030d7bc82af07af688ab7302232966,0,0
4ece35bb4c886ad4c05c38dd8392f681abe15235,0,0
43c8ba2ea27264f42fed4a96c9f4d24a54a97f47,2,6
42af93a2a42c7e6bf03ea492011c2a06f06d7aa9,0,0
a16e6123d4dbf0827e8080421de0e0137b5072c0,0,0
be86544109f05a272ec9236340e178be9827d531,0,1
373b9f5f582729f2e5cb12d03f139eac67d4c7d3,0,0
462bce4b4f126e79b7e1084aeff985b70bebab41,0,3
d2ddf938092bfd226f73cb63a61494a1d2dccec6,22,22
ba40f57297dfe2d64b24841a1878cede81d315dd,1,0
7479e5df5e754c75ea5abd612ef64ec79c87078f,1,1
a7639aa39f6ce9a0e0069285c6d433414b683511,2,2
147c4eedb99ab03cc1f27b7ecf9af98a36b6f904,2,1
8925c1f88aed92cbd4df8aceadbbe0aba89e1bf8,0,2
10925711761fd86fc58d8e11fbd56503d31f72f2,0,1
4134ec424c7e81ac379c697ca79c61a999812f14,3,8
d91cf2ed22eda458aa8cd6017908440159aa5489,0,1
070aac7a7d5ea90936f601619ec35eeb8273715a,0,0
e13d7f10b23e3b03c9f6425704ad46a973c90023,0,1
,0,0
bc2fc07c8be623ce57f2ce84bc5e78c40f985c67,1,3
829ee6103f0b7e2472d3bea850a9a80efd9678ac,0,1
0a2494b8a68a47cc1b183b9c32b033e1efd624e9,0,2
c2d1ff9dc3536ae3cc9e7eb461f7522d374ef1df,0,0
61e9425a59107d52fd719e1d57a47db0e0a74701,0,6
ae43548c16ca35b9a83a2d34864557cf503c0df4,1,3
456241c1624f549dc0b1453114b2fe0143ef2212,2,4
ba305476cf9618010985962b71af6c4076874331,0,1
d46fd5c84f7c2a3f7446e425318420507947d475,0,3
e70ddb4b4a4ee856cc5987754920dafb016fd740,0,0
,0,0
fe2ceef955227dd6b7b753a53310552ab12938dc,0,0
5b40508c3b03e38a9016ada3ad5fbebb996fc588,1,4
d5922d963aa46f5f1ec0bb747ff6221b8d56aabf,0,3
afacd9d41080c81bc74fed50c2d15e5ec647cb1e,0,0
7f1c61b854850ca39415ce4eb44e9908a97fc5eb,0,0
d92c2d7252b1acb79c87b9652ce1d78040a49432,0,0
e62af1ffca82980442c955255f326aea40e3a27b,1,1
4f1299e368be7f09a2c4e1cea67b730e59bd482a,0,0
d2ddf938092bfd226f73cb63a61494a1d2dccec6,22,22
e62af1ffca82980442c955255f326aea40e3a27b,1,0
8abf3ed88406a761aa81566ca395dbb74d6489c6,0,0
,0,0
a55b3ebfe642158d3769e8338bc6cd5b97ea436e,0,4
43c8ba2ea27264f42fed4a96c9f4d24a54a97f47,2,6
c8f5905183d254ea22c83009dfd2e6ca8dd5e704,0,0
7672b2de95aea95b92d47cde3215ffb9f96aadcb,1,1
830f59c86131b7385eb73b0c2c44067af7bb493f,2,2
c66477955047d643aa98cae4349fc63b1e4e460c,0,2
d6efa60c7ee1aa4396052e8505dd5b3feb8e7fb0,0,4
b61cc98e5dd4e14c43cd4fd1afc1735b8cc98709,1,10
f4fe97b93cb166da459d1301f4d11f0a99d6635c,0,0
a0ca87530991900db5b34df3683aa010dffe97c8,0,0
480dae7f647c1b29a7670434724ec964f402a485,0,3
ba40f57297dfe2d64b24841a1878cede81d315dd,1,0
0644d46a6947cdec1732aed7897056a4d034414f,0,0
ea29f5600108947c6ac3193abe8e3bc3f4a74de1,1,0
0a2a82821ec12d21b2cb4f2a24cfd0bdc4152012,0,3
4c7194a39bb0487de0afa3ec3717d048ebdd6472,1,4
c51ecbee9bf05802169784b99d19c624aac28d5b,0,0
79ff33072c54124ea7693a66bc26244e604a6ebc,1,1
4da74e5a4ec1e69942ee7f8b1d532d818ff4ebb8,0,5
05d801e1301a13aefb94b3c77a25ea3342d46201,1,3
7ff7cbe88569c6e7d6f3c7daef364992437378d5,1,1
dfc64e27e5cdd44aa861f6d9ff0858642538f76b,0,3
246d9fc362a984b45599da323c54087828983971,1,2
47846bf3792679ad54eeab1afaf0b77983393a41,1,3
e0669b5d8a5d62533de688b75e58cbb52cf327fd,1,2
cf6b19685e0a45325c1165b1d86940cd828d640e,1,3
e637867da6c9ef8a7053ca280b914d60fb96755b,0,0
9b7fa3d4a2701aa3d2f84e4d3494f8357d68f597,0,0
bf73d604d6a164790d55b3b6b66667560c5d6fa1,0,3
86d03935c29e93e804e87f3d220de86e922391ea,2,7
c684923e59e9cc190a7cca5e9c6cbe9cd53aed6a,1,0
c47d2a468a798c6ca83b8080e1301513717b1fff,0,5
b0352a18f04d34fe8738d025dde1906cce220ab5,0,0
,0,0
5b34fe8d30cd203ef331f4878b3fdbe104fc0ad7,0,0
d2ddf938092bfd226f73cb63a61494a1d2dccec6,22,22
d0d3d5ec51a4615799ec017d70de75b7dd52a886,0,0
a1ef245d00e87c6672ae5cee7167b24647daac1b,1,1
597828b2ee9b2ff3a0c44d3953b8f5c4a83e54c0,0,0
d190268813e7e65b09a744158fcfa65371f5a28d,0,0
556b8b7959b6b275a71c65f032866a7315b304ac,0,3
eef429f38b4829a27d78151385e30f0fbf63e422,1,2
0f4d396a1509f32e396acf7de69587919aab11cf,0,0
da3c1c3b670062e1ca4089c8add6bf4a5fca3762,0,1
18913f62ab5f1f6deb9fe972e7e9ad8e701fd938,0,0
e0669b5d8a5d62533de688b75e58cbb52cf327fd,1,2
8d7d772f610fda49addf6b28661ba675f181ad17,0,0
f82211d1860aadc90b0e69c4b29b04131381ca38,1,1
09ceea00ae53cc9c362fffbd6b917ab61c7cc538,1,2
6f8446d61e5c538d20bb258a85fc7fa7db39cb05,0,1
6a4a4f4a588a3aee6041a3fe0141908dc3133148,0,0
0a55a82cb61d7aadcaea874f5184aba507d5b0d5,0,4
458ee7999699b3489684178605c3f8f55294fd63,3,4
0684f55925612c6f80c7636d682a57455f76df0b,0,0
7f4c36c03629498db8e56281906241a82846e1e3,1,2
1cda9de96d08b96fcd4e589266acf5c5f3837f70,0,0
f9799d44dbec3aae6acee8b929ed7d69edbccba9,4,5
771db07ceb627f1517399fa2420b6abbf24942b4,0,0
47846bf3792679ad54eeab1afaf0b77983393a41,1,3
a63bb99c84a1f3ac7b27ba7423fd447127e00d78,0,0
a1883824126d829d9f50baed3b23836411ced0b4,1,1
00c50122491d3f5f2de090d9b65e7b308cba53c8,0,1
3e359bade3714e8bdc3abc06ce9d196178b02a2d,0,0
079c27b00713373de86a0a35161f0e0df108a52b,0,0
7a9e5d723b78ebe542e5d8f78b856b8c1d1c6f36,0,1
6bbbb531268da67d71d86a56c4b32b81d4806fca,0,0
5b0b66423f48ae1395407f972dfb9d44d39abefb,1,2
0a6c0523782b9aed842a5161ca736476db33e817,1,1
fb9f3ecf79a8a908129432100846679650b88a66,1,6
f931ac0afde0b7b7508df9ae6d2cdd63c21be5fe,0,3
e16cbda7372d0974792eb0b9eed2bf8bdb192370,0,1
1bb814ab3329aea8c586a576280b50d51971be1c,0,0
690f837293fcb9a96913e8b080a4a0050f3c941f,1,1
bae698a58bd34db0ef5b146593e6d35d884143d4,0,0
e50566aa00e42cfc459d27eb3ac13934ce5535d8,2,3
aa0e98fb4614ee6660add20a8da67a146c55c04e,1,1
59e4d7dccab1060ed3d8922fea96e23b0ca76336,0,0
b411cfbb1c60af09052e17d1780f1cdb770bc4ef,1,3
9ab29d596112d3a68fd33b80c5bbe559e5d903f9,1,3
6d856b680026d6df99917b9a648c0b5d5b8fa4a8,0,0
2b0eaae7f523a4698fad60a7b609904b54c380f5,0,0
e48f95feaea21ca3da9a3ccab7978eb56716ce83,0,0
fc0129e0f89ee9d3143f6ea7f21a895f4397696e,0,1
220ae722cb8399a271d1b39aee3372a4e21dd806,0,0
8591e09894abfddde84b0fedc515bce4276e4f80,1,2
3ed02ee3b60edf1f3f507e96e4e0655da1d0ced9,0,2
017eddb484f8697d7dd71c7b6e13008fe91d9bd0,0,0
,0,0
9b131081b1a1b9e8a228900a53ba1a718d60bc9c,0,1
2c7715cf0476d504475cde7b5e23c4bff677036b,1,2
57110ef7bdd582184bca297dcb1315dffe00f52c,2,2
705d4b1198056722d9abb48d1feeb88cd0121ded,0,0
c830e322a62d12ec983ec06d48d79110fd8012cf,0,0
9b0dd5dc979bd490ae34f6d790c466b47c84c920,0,0
c609376cde654af48475f6c40322bfd9a51450eb,5,12
f5ed5ac4d3a2044966ab4df90430abf48125a2d0,1,12
3d7f8f314add1a48312b225381b2b7b105b7367a,0,2
5eae7e48772993a1a12ecd5a40bb04453d13656e,0,0
dd13184e76610c12f1482af7790e4b13378a4ccc,2,2
a746c76680cb0224d08578402639a7d61741febd,0,7
2d36d988f5f9be3bdd3c3090ea362a174764e6df,0,0
94bc5c2c74adb7f034855bc4a362433bd2523294,0,0
8c6e15a02fd746d67042f950c3df37396b6dabfb,1,4
7317c2eecd1e1dec3536da59b65af00e409cca3c,0,0
573328c7bd12c93dd37109852e3ac3732f1d7598,0,0
74408c054082dd0d4da2f20a8231f9a05c25c2bb,0,0
961ce3032ca8383c5a0b3d0975a15c439b38c16c,1,1
c1f2606b0d87a362f0ca3cfbb5f4f26317bd2318,0,0
b385fee1bd1e38134f3ddf6e3083f44451df96ea,4,6
65874f56686975edf7cb3723024ce9a87cbbd754,0,0
b2c40612a2c60685555f35af71f5801391a58b4b,0,1
e988335e84f3c830d33f0b8c5affbbc5d0f56142,2,5
b8cd026d36ea283814b3fa66f1d8149dcda44cd4,1,3
6f23b7f8bf393826924f3755579dc546c044b091,0,1
10d9642a1f4c96047a876e986b4f2a59a81df763,0,0
,0,0
d972f454851c329f2fd303ad35c19de92d3f337d,0,0
3a44c6957f6c66427645c7891dee6be92067cdb9,2,5
,0,0
9337e69010f393278d848c2f3d87d3c0bc5427da,0,0
b714206282e064ef4e839b35a8063c165aff9570,1,6
0776ac25d22297376932a758f4894be0f2aa3965,0,0
d2ddf938092bfd226f73cb63a61494a1d2dccec6,22,22
0f9a9e9bfa39cc372d1ba746022c53f35c7ad822,0,0
251feac8ff71a4238d6bcab79926a9137bca3fa4,0,0
56b9a67eb569897bd4c7d7a26e7cde8b70d94639,2,6
86e2c82cbe0eb8ca18f1b80f7b85b375cc316ad7,0,0
c609376cde654af48475f6c40322bfd9a51450eb,5,12
6bb21d4291374b937ae134b66b567a1eec0c66a1,3,3
2c87c2f8305efa9f5a696c1956fccb89444c985c,0,2
f82211d1860aadc90b0e69c4b29b04131381ca38,1,1
,0,0
6c19393f40469e20de3e43355691ee643202e536,0,0
42fb85cd43fa65b1cb59f09e932e7a35cb527b8b,0,1
497fcd787f9bca1dd281787220a9d849eb67d98f,0,1
f094346dc43e8ca1fca7366afc31e69b991a289d,0,0
41a3d081e2e4d9b4f48477f5dcb74018d56a420f,0,2
548e031dd9b51c4d91eb8810bd0d67ac3fae9ca7,0,0
d2ddf938092bfd226f73cb63a61494a1d2dccec6,22,22
5d6c2ee1d47968745b75de9a44ec01880d0708bf,1,2
1cc550b6134527620aa3a2c1ab6fe820419db1a6,0,2
653c8a98d4e94ad13942599a1ab7d2e64374a7eb,1,0
3f21c0387faa792705ef8956c0aab574addcf82f,0,1
67583d9be2926223d069ccf39fdb41111ae67c2d,1,5
a6e29ff75476cc42c44bdca7c1e68b4693afd290,0,0
6529be093f09b01bf6b28b48c243f4d85da3f51b,0,3
5d797b287fc1aea0ccd11a2ae2244b923ce63250,0,4
3d4b5104d19aa185280171a64f96c2c1ad27b5cb,1,2
,0,0
0b45ab51cf440754464be00fd34053911415e619,0,0
2e5dd7eaa8b1351ca373d9f3a65aa216726fdf48,0,4
3df034c8a1f3af6c2b50fd49332f1808285811cc,0,1
a7639aa39f6ce9a0e0069285c6d433414b683511,2,2
7219e3609adfd1c9a7817835c64eeee452765b85,0,1
e59f6b5f6e456f25ebe4cf387c03f8b33cba999a,0,1
df1a6fa07fbd557685349c349c4916d4116df9bf,0,1
6bb21d4291374b937ae134b66b567a1eec0c66a1,3,3
895e879d11ef66b63b72b1e0481ecb4029fbf3b0,0,0
db96f88659882e188cfada382bba834183779731,0,1
3de6c7b7769587d972ff45be75656c079a4eafc1,2,3
0b27086b5b8548e324d35289a512eb2080ff0148,2,3
b938f180b9253a1c6cd06a959c2318ed9b5f266a,0,1
129c36e24bbd3332832728124ebf27d2462a0300,0,0
908587433d6b229fbe27ceaf1997fdb301a6dd1a,0,0
428ae436af374e9b5b168eafff3230603ce71fa1,6,0
06943e2b2bc4cf84b2b344fc1e24e2d4091ee743,1,6
3630fd4544c86475f04449a3072b72bdf23e7ca2,0,0
403d9f7a6eda0c5ad262962e818e89b8afa1bcf4,0,0
bff61103705929276deff2e73e8c305ca160d660,0,0
,0,0
1b03f039aa4abf0812a3a8ae0ba248c08fdb39a3,0,2
df749ca856553accb003805a09d61d6f2db5878a,0,0
a93ed9b757c287629ff809b8d49ee0863e4073d4,0,4
86d03935c29e93e804e87f3d220de86e922391ea,2,7
4f6500ec7a581e35c9386f22ec1b467ab4689191,0,0
e0460ddf9485888aad9c882769eace2d8a74b192,0,0
b3c6f0a54a083351331bbbb41455989f77412c0d,0,0
0e5c46359db26a75b09cfd6abb3f9ec9798d98d5,2,3
921621dfb43b17122022a7eb6cd61c080380d875,0,2
41aa7e75869f996a3361dd6229823af8e165ae3c,1,1
b6745d85bd066077fc1b9ba5f68bb9ce67eb3520,0,0
29189e7cdbae991ad80eb573dbd22f6bc626a722,0,1
8e7b1f952ea08f2719f48f8eea7b2a1129865845,0,0
7c25802306a64c5b145155ac897f459865a7eccb,0,3
41d15510cf3ba893e1a8254dedab995ecc43371d,0,1
adf226fe888c0c234e0663de522aab01d59184d4,1,1
1168e7fbbfe43fd31520b99c718065fcfa2b3d2d,0,0
cc3f7f0fd218e8e936ae4a77a5d1bb3c7b38e3f2,0,0
27530b87481feb514cff016a8ada81e45b335308,1,3
87c3676453639171c53f1107ebe50b024c66fb27,0,0
5f2ffb234d262422138b32efcab0f2adebf58d8b,0,0
d6a0e59d96520b7cff46556bf3d44937343946df,0,0
d5426512dedb3af3548a23d620d4d2e7471c2daa,0,0
2f656eb3caaeb34abc0a451f7e6a6b0820996502,0,0
3a44c6957f6c66427645c7891dee6be92067cdb9,2,5
b25b7af897fe63c56fb35cc5b70dbe9438d8f182,0,0
01c267ba328612d7b6a624b30be98b6b42f28d9c,0,0
4423d27999393da42a12b68d4a45009272599b7f,1,4
,0,0
b44d0e45ea2baa3df444da09779cc3ed9c10867a,2,0
7a8adac4efea6176215ac0fc9457ea66e7066685,0,0
632fbf6243c602761e246315505f894b644c7d6e,0,0
5f7aa46dd794877996951f169071b241bf90b928,1,2
8b50ce9cf46c159a74307b6d6dfd160cc2018d46,0,0
4e50f63af0168a9def54a0aa178f83e476c5f304,2,1
d2ddf938092bfd226f73cb63a61494a1d2dccec6,22,22
a3beda925b3c5b1592f3ae5a40f8e1c231b0f60a,0,2
2a979fde87f4f443444442e6e4f6b0d35d0af684,0,0
e669157eb93ad8e2400f9bad6ba9a2d1b626b8f9,0,0
fd6dec8313940590fb60b11832e0aeebd7b97a3b,0,5
80fe13dd0d9c5a4ed08444df5701866928abec87,1,0
9e2c010ba6ad1c55b3bdfb0610ead8aadeb43142,0,3
428ae436af374e9b5b168eafff3230603ce71fa1,6,0
,0,0
a0284e1c61cb465bdd9069e17c61f181028a0bba,0,0
766e555c05baa2675ccebd5173c5a7ec2585c6c6,0,1
b693187b0c66d28fa293c2bdda15fcbb138265d1,0,1
0b27086b5b8548e324d35289a512eb2080ff0148,2,3
ffdb88d83d72cf102ef3d4d832800ec326cd88db,1,1
250f9b9e7a069db4c756bc463a7418da66597578,1,0
,0,0
,0,0
52c945ee8881b04079020bd0645bbd1ef5f32114,0,4
e944c7aab1df6e6ac5cc081808fe92449a39cd48,0,4
b6d8f826b71b6489b636b01e3da8c26833ccb117,0,0
,0,0
6a37f2f19401b42ef29a51e2ae3f0a9252f8b9a3,0,3
07652a93fb10ef5115e1346fd68576aa2e4cea36,1,3
0e5c46359db26a75b09cfd6abb3f9ec9798d98d5,2,3
3351466a3e6380fe2aa394e2c0a645cc5162b3b1,0,0
857c2b91b21e078877e1848ecfc43c52621921be,0,0
82e555d931ef42aa45273de6723b6887a7c17b06,1,2
bc5c4fcb6539851616eac13825a36351e9888797,0,0
974d2e657a076f8ad36e887a84cee0eef2ed1a75,0,1
fc55e6973cc929b39a78bf47972224fcd77a566b,0,1
d2ddf938092bfd226f73cb63a61494a1d2dccec6,22,22
618f6d29c4f3d79b0e73931b9e499666c75f458e,2,2
8fa6af04335a27dee0ed1e754c88d8cefcce1dab,1,2
,0,0
8aef7ae90d4cc0bceadad5ebbb8a68cd5e5e822e,0,0
0b27086b5b8548e324d35289a512eb2080ff0148,2,3
a1b838aa392e72b3854831c7bf71646b7d411fbb,0,1
6c1dfeea4f6692fbc5e9df4f71ce42f779200f27,0,3
04afe50e185df0c69e25f112376556321a887bab,0,2
c9566c2a92d460c05282544cf12c9908163a2b93,1,1
ce99912aaac102446f2115c81b5f04ac844f2f21,0,0
d2ddf938092bfd226f73cb63a61494a1d2dccec6,22,22
246ce028e6fc5a6a45086a7d4e51ac9c08f0247c,0,3
298a83271af5fed122e793898c3abce4043ab8d9,2,2
,0,0
3a899d84311abd98c6cd0579ff2d7b9bc90ebec1,0,3
3dab429b6ad49d76837c3668956beb6aa64a4d3d,0,0
25b6858741fea4c8b84c7889d23061109aca5108,0,0
250f9b9e7a069db4c756bc463a7418da66597578,1,0
